SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_NAME
22023,2544,0022300306,"DEC 12, 2023",LAL @ DAL,L,40,14,27,0.519,3,8,0.375,2,3,0.667,2,6,8,9,3,1,4,1,33,-4,1,LeBron James
22023,2544,0022301230,"DEC 07, 2023",LAL vs. NOP,W,23,9,12,0.75,4,4,1.0,8,8,1.0,0,5,5,8,0,0,0,1,30,36,1,LeBron James
22023,2544,0022301203,"DEC 05, 2023",LAL vs. PHX,W,40,12,25,0.48,2,4,0.5,5,6,0.833,3,5,8,11,5,0,2,3,31,12,1,LeBron James
22023,2544,0022300291,"DEC 02, 2023",LAL vs. HOU,W,35,7,17,0.412,0,4,0.0,2,5,0.4,0,4,4,7,1,1,5,0,16,16,1,LeBron James
22023,2544,0022300271,"NOV 30, 2023",LAL @ OKC,L,35,7,12,0.583,4,8,0.5,3,4,0.75,2,10,12,6,1,1,5,1,21,-18,1,LeBron James
22023,2544,0022300258,"NOV 29, 2023",LAL @ DET,W,29,9,19,0.474,2,6,0.333,5,5,1.0,2,6,8,3,0,0,1,0,25,26,1,LeBron James
22023,2544,0022300255,"NOV 27, 2023",LAL @ PHI,L,30,8,12,0.667,1,1,1.0,1,2,0.5,0,0,0,5,1,1,1,0,18,-30,1,LeBron James
22023,2544,0022300242,"NOV 25, 2023",LAL @ CLE,W,36,8,23,0.348,1,9,0.111,5,7,0.714,1,5,6,6,2,2,4,1,22,2,1,LeBron James
22023,2544,0022300238,"NOV 22, 2023",LAL vs. DAL,L,36,9,19,0.474,4,9,0.444,4,7,0.571,2,7,9,7,0,0,3,0,26,7,1,LeBron James
22023,2544,0022300042,"NOV 21, 2023",LAL vs. UTA,W,24,6,10,0.6,3,5,0.6,2,2,1.0,1,6,7,9,0,0,2,0,17,14,1,LeBron James
22023,2544,0022300216,"NOV 19, 2023",LAL vs. HOU,W,40,14,19,0.737,2,5,0.4,7,9,0.778,1,5,6,8,3,0,2,0,37,2,1,LeBron James
22023,2544,0022300036,"NOV 17, 2023",LAL @ POR,W,35,13,22,0.591,5,9,0.556,4,6,0.667,0,5,5,9,2,0,3,3,35,19,1,LeBron James
22023,2544,0022300198,"NOV 15, 2023",LAL vs. SAC,L,35,9,15,0.6,3,7,0.429,7,8,0.875,2,8,10,12,4,1,6,1,28,0,1,LeBron James
22023,2544,0022300026,"NOV 14, 2023",LAL vs. MEM,W,23,6,11,0.545,3,6,0.5,1,2,0.5,0,9,9,6,1,0,4,1,16,15,1,LeBron James
22023,2544,0022300015,"NOV 10, 2023",LAL @ PHX,W,36,11,17,0.647,3,4,0.75,7,11,0.636,1,10,11,6,1,1,4,1,32,2,1,LeBron James
22023,2544,0022300163,"NOV 08, 2023",LAL @ HOU,L,27,7,13,0.538,0,2,0.0,4,5,0.8,1,5,6,2,0,0,3,1,18,-24,1,LeBron James
22023,2544,0022300150,"NOV 06, 2023",LAL @ MIA,L,37,13,23,0.565,0,4,0.0,4,4,1.0,0,4,4,3,1,3,5,4,30,6,1,LeBron James
22023,2544,0022300134,"NOV 04, 2023",LAL @ ORL,L,35,8,15,0.533,2,5,0.4,6,7,0.857,1,8,9,5,3,0,3,1,24,12,1,LeBron James
22023,2544,0022300127,"NOV 01, 2023",LAL vs. LAC,W,42,13,19,0.684,4,8,0.5,5,10,0.5,0,12,12,7,1,2,4,3,35,6,1,LeBron James
22023,2544,0022300111,"OCT 30, 2023",LAL vs. ORL,W,33,7,17,0.412,2,6,0.333,3,4,0.75,0,3,3,4,3,1,5,0,19,5,1,LeBron James
22023,2544,0022300100,"OCT 29, 2023",LAL @ SAC,L,39,11,19,0.579,3,8,0.375,2,6,0.333,0,15,15,8,0,0,8,2,27,-5,1,LeBron James
22023,2544,0022300076,"OCT 26, 2023",LAL vs. PHX,W,35,7,14,0.5,1,5,0.2,6,8,0.75,1,7,8,9,2,2,5,1,21,22,1,LeBron James
22023,2544,0022300061,"OCT 24, 2023",LAL @ DEN,L,29,10,16,0.625,1,4,0.25,0,1,0.0,1,7,8,5,1,0,0,1,21,7,1,LeBron James
22023,201939,0022301182,"APR 12, 2024",GSW vs. NOP,L,32,12,23,0.522,7,13,0.538,2,2,1.0,0,4,4,5,1,0,7,2,33,-8,1,Stephen Curry
22023,201939,0022301169,"APR 11, 2024",GSW @ POR,W,36,8,22,0.364,5,16,0.313,1,1,1.0,0,7,7,8,1,2,2,0,22,7,1,Stephen Curry
22023,201939,0022301155,"APR 09, 2024",GSW @ LAL,W,32,7,9,0.778,6,6,1.0,3,4,0.75,0,7,7,8,1,2,1,2,23,13,1,Stephen Curry
22023,201939,0022301097,"APR 05, 2024",GSW @ DAL,L,35,9,23,0.391,5,14,0.357,5,6,0.833,1,5,6,5,1,0,2,2,28,-5,1,Stephen Curry
22023,201939,0022301113,"APR 04, 2024",GSW @ HOU,W,31,9,14,0.643,2,6,0.333,9,9,1.0,0,6,6,6,0,0,3,2,29,29,1,Stephen Curry
22023,201939,0022300589,"APR 02, 2024",GSW vs. DAL,W,32,5,18,0.278,3,5,0.6,0,0,0.0,0,7,7,7,1,2,4,1,13,-4,1,Stephen Curry
22023,201939,0022301085,"MAR 31, 2024",GSW @ SAS,W,33,12,23,0.522,7,15,0.467,2,2,1.0,0,1,1,8,0,0,4,1,33,12,1,Stephen Curry
22023,201939,0022301062,"MAR 29, 2024",GSW @ CHA,W,32,9,18,0.5,4,11,0.364,1,1,1.0,0,1,1,4,1,0,0,1,23,13,1,Stephen Curry
22023,201939,0022301049,"MAR 27, 2024",GSW @ ORL,W,35,6,18,0.333,3,8,0.375,2,2,1.0,0,4,4,10,0,0,2,2,17,18,1,Stephen Curry
22023,201939,0022301044,"MAR 26, 2024",GSW @ MIA,W,31,7,15,0.467,3,10,0.3,0,0,0.0,1,1,2,6,0,0,1,1,17,19,1,Stephen Curry
22023,201939,0022301031,"MAR 24, 2024",GSW @ MIN,L,30,9,21,0.429,5,11,0.455,8,8,1.0,0,4,4,3,0,0,2,1,31,6,1,Stephen Curry
22023,201939,0022301016,"MAR 22, 2024",GSW vs. IND,L,35,9,24,0.375,6,18,0.333,1,1,1.0,3,8,11,5,0,0,1,0,25,-13,1,Stephen Curry
22023,201939,0022301001,"MAR 20, 2024",GSW vs. MEM,W,24,5,9,0.556,4,7,0.571,0,0,0.0,1,1,2,3,0,1,2,1,14,17,1,Stephen Curry
22023,201939,0022300988,"MAR 18, 2024",GSW vs. NYK,L,33,8,20,0.4,4,13,0.308,7,7,1.0,0,5,5,5,0,0,2,1,27,-9,1,Stephen Curry
22023,201939,0022300973,"MAR 16, 2024",GSW @ LAL,W,34,12,24,0.5,3,10,0.3,4,5,0.8,1,5,6,5,2,0,1,0,31,4,1,Stephen Curry
22023,201939,0022300907,"MAR 07, 2024",GSW vs. CHI,L,29,5,18,0.278,3,12,0.25,2,2,1.0,0,3,3,1,0,0,2,1,15,9,1,Stephen Curry
22023,201939,0022300899,"MAR 06, 2024",GSW vs. MIL,W,31,10,18,0.556,6,10,0.6,3,4,0.75,2,6,8,5,0,0,2,1,29,15,1,Stephen Curry
22023,201939,0022300872,"MAR 03, 2024",GSW @ BOS,L,17,2,13,0.154,0,9,0.0,0,0,0.0,0,1,1,3,0,0,2,0,4,-29,1,Stephen Curry
22023,201939,0022300860,"MAR 01, 2024",GSW @ TOR,W,30,9,22,0.409,7,15,0.467,0,0,0.0,2,4,6,6,0,0,4,2,25,12,1,Stephen Curry
22023,201939,0022300852,"FEB 29, 2024",GSW @ NYK,W,32,11,26,0.423,8,18,0.444,1,1,1.0,2,9,11,1,1,0,3,0,31,20,1,Stephen Curry
22023,201939,0022300834,"FEB 27, 2024",GSW @ WAS,W,30,6,21,0.286,4,16,0.25,2,2,1.0,0,5,5,6,1,1,3,1,18,1,1,Stephen Curry
22023,201939,0022300824,"FEB 25, 2024",GSW vs. DEN,L,32,6,19,0.316,1,10,0.1,7,8,0.875,0,1,1,4,0,0,3,2,20,-22,1,Stephen Curry
22023,201939,0022300811,"FEB 23, 2024",GSW vs. CHA,W,31,5,14,0.357,3,11,0.273,2,2,1.0,0,2,2,5,1,0,4,1,15,10,1,Stephen Curry
22023,201939,0022300802,"FEB 22, 2024",GSW vs. LAL,W,32,12,24,0.5,6,13,0.462,2,2,1.0,0,1,1,8,3,0,1,1,32,25,1,Stephen Curry
22023,201939,0022300576,"FEB 15, 2024",GSW @ UTA,W,35,4,14,0.286,2,8,0.25,6,8,0.75,1,1,2,10,1,0,4,2,16,-2,1,Stephen Curry
22023,201939,0022300789,"FEB 14, 2024",GSW vs. LAC,L,35,15,31,0.484,9,19,0.474,2,2,1.0,1,3,4,5,0,0,4,3,41,-6,1,Stephen Curry
22023,201939,0022300769,"FEB 12, 2024",GSW @ UTA,W,32,9,19,0.474,7,16,0.438,0,0,0.0,0,6,6,10,3,1,1,1,25,30,1,Stephen Curry
22023,201939,0022300757,"FEB 10, 2024",GSW vs. PHX,W,34,10,22,0.455,9,16,0.563,1,2,0.5,1,8,9,6,1,0,3,0,30,10,1,Stephen Curry
22023,201939,0022300733,"FEB 08, 2024",GSW @ IND,W,30,15,22,0.682,11,16,0.688,1,2,0.5,0,2,2,2,0,1,2,2,42,13,1,Stephen Curry
22023,201939,0022300727,"FEB 07, 2024",GSW @ PHI,W,25,2,7,0.286,1,4,0.25,4,4,1.0,0,3,3,1,0,1,4,2,9,13,1,Stephen Curry
22023,201939,0022300717,"FEB 05, 2024",GSW @ BKN,W,34,12,24,0.5,4,11,0.364,1,1,1.0,1,4,5,3,0,0,4,2,29,6,1,Stephen Curry
22023,201939,0022300699,"FEB 03, 2024",GSW @ ATL,L,41,22,38,0.579,10,23,0.435,6,6,1.0,1,5,6,4,0,1,2,1,60,-1,1,Stephen Curry
22023,201939,0022300693,"FEB 02, 2024",GSW @ MEM,W,32,6,16,0.375,4,9,0.444,4,4,1.0,0,6,6,6,1,0,3,1,20,12,1,Stephen Curry
22023,201939,0022300673,"JAN 30, 2024",GSW vs. PHI,W,35,12,17,0.706,8,13,0.615,5,5,1.0,1,7,8,7,0,1,5,2,37,26,1,Stephen Curry
22023,201939,0022300650,"JAN 27, 2024",GSW vs. LAL,L,43,17,35,0.486,9,21,0.429,3,3,1.0,0,3,3,7,1,0,4,4,46,-2,1,Stephen Curry
22023,201939,0022300632,"JAN 25, 2024",GSW vs. SAC,L,36,13,26,0.5,6,14,0.429,1,1,1.0,1,5,6,2,1,0,2,0,33,-8,1,Stephen Curry
22023,201939,0022300626,"JAN 24, 2024",GSW vs. ATL,W,31,7,16,0.438,5,8,0.625,6,6,1.0,0,3,3,8,0,0,1,3,25,9,1,Stephen Curry
22023,201939,0022300560,"JAN 15, 2024",GSW @ MEM,L,33,11,20,0.55,3,9,0.333,1,1,1.0,1,3,4,8,2,1,5,4,26,-2,1,Stephen Curry
22023,201939,0022300536,"JAN 12, 2024",GSW @ CHI,W,35,8,24,0.333,6,15,0.4,5,5,1.0,0,5,5,9,1,0,1,1,27,5,1,Stephen Curry
22023,201939,0022300525,"JAN 10, 2024",GSW vs. NOP,L,25,4,13,0.308,3,8,0.375,4,4,1.0,0,1,1,6,1,0,3,0,15,-4,1,Stephen Curry
22023,201939,0022300504,"JAN 07, 2024",GSW vs. TOR,L,30,2,14,0.143,0,9,0.0,5,5,1.0,0,1,1,6,0,0,2,3,9,-17,1,Stephen Curry
22023,201939,0022300490,"JAN 05, 2024",GSW vs. DET,W,31,7,19,0.368,4,12,0.333,8,9,0.889,0,6,6,4,1,1,4,0,26,0,1,Stephen Curry
22023,201939,0022300478,"JAN 04, 2024",GSW vs. DEN,L,35,11,23,0.478,5,12,0.417,3,3,1.0,0,4,4,6,1,1,2,1,30,-1,1,Stephen Curry
22023,201939,0022300463,"JAN 02, 2024",GSW vs. ORL,W,35,12,20,0.6,4,9,0.444,8,11,0.727,1,1,2,6,4,1,2,4,36,12,1,Stephen Curry
22023,201939,0022300444,"DEC 30, 2023",GSW vs. DAL,L,35,9,25,0.36,6,15,0.4,1,1,1.0,0,2,2,7,1,0,3,3,25,-6,1,Stephen Curry
22023,201939,0022300426,"DEC 28, 2023",GSW vs. MIA,L,32,3,15,0.2,2,8,0.25,5,6,0.833,0,4,4,5,2,1,1,1,13,-14,1,Stephen Curry
22023,201939,0022300402,"DEC 25, 2023",GSW @ DEN,L,34,7,21,0.333,3,13,0.231,1,1,1.0,1,1,2,4,1,1,3,4,18,-26,1,Stephen Curry
22023,201939,0022300399,"DEC 23, 2023",GSW vs. POR,W,30,11,18,0.611,2,7,0.286,3,3,1.0,0,3,3,2,0,0,1,1,27,4,1,Stephen Curry
22023,201939,0022300386,"DEC 22, 2023",GSW vs. WAS,W,27,9,18,0.5,8,13,0.615,4,5,0.8,0,4,4,7,0,1,2,0,30,-1,1,Stephen Curry
22023,201939,0022300362,"DEC 19, 2023",GSW vs. BOS,W,38,11,21,0.524,6,11,0.545,5,5,1.0,0,3,3,6,0,0,4,5,33,8,1,Stephen Curry
22023,201939,0022300348,"DEC 17, 2023",GSW @ POR,W,31,2,12,0.167,0,8,0.0,3,4,0.75,0,2,2,8,1,1,4,1,7,14,1,Stephen Curry
22023,201939,0022300339,"DEC 16, 2023",GSW vs. BKN,W,35,14,22,0.636,6,8,0.75,3,3,1.0,0,3,3,1,0,3,3,1,37,7,1,Stephen Curry
22023,201939,0022300325,"DEC 14, 2023",GSW @ LAC,L,34,5,17,0.294,3,13,0.231,4,4,1.0,0,4,4,4,0,0,1,3,17,-3,1,Stephen Curry
22023,201939,0022300308,"DEC 12, 2023",GSW @ PHX,L,32,8,24,0.333,4,15,0.267,4,4,1.0,0,5,5,4,3,0,1,2,24,-15,1,Stephen Curry
22023,201939,0022301222,"DEC 08, 2023",GSW @ OKC,L,40,10,20,0.5,6,12,0.5,8,8,1.0,0,6,6,3,1,0,3,0,34,-5,1,Stephen Curry
22023,201939,0022301214,"DEC 06, 2023",GSW vs. POR,W,34,8,18,0.444,5,13,0.385,10,11,0.909,0,5,5,1,0,0,4,2,31,4,1,Stephen Curry
22023,201939,0022300280,"DEC 02, 2023",GSW @ LAC,L,37,7,18,0.389,4,9,0.444,4,4,1.0,1,3,4,11,0,0,2,0,22,2,1,Stephen Curry
22023,201939,0022300273,"NOV 30, 2023",GSW vs. LAC,W,33,8,15,0.533,3,9,0.333,7,9,0.778,0,7,7,8,1,1,2,2,26,-4,1,Stephen Curry
22023,201939,0022300060,"NOV 28, 2023",GSW @ SAC,L,37,8,20,0.4,4,12,0.333,9,9,1.0,3,7,10,6,0,1,5,5,29,7,1,Stephen Curry
22023,201939,0022300051,"NOV 24, 2023",GSW vs. SAS,W,35,11,20,0.55,7,14,0.5,6,6,1.0,0,3,3,6,1,0,6,2,35,4,1,Stephen Curry
22023,201939,0022300236,"NOV 22, 2023",GSW @ PHX,L,28,6,15,0.4,1,8,0.125,3,3,1.0,0,3,3,6,0,0,2,2,16,-17,1,Stephen Curry
22023,201939,0022300224,"NOV 20, 2023",GSW vs. HOU,W,35,8,14,0.571,5,9,0.556,11,12,0.917,0,5,5,1,0,0,4,2,32,-3,1,Stephen Curry
22023,201939,0022300207,"NOV 18, 2023",GSW vs. OKC,L,40,8,21,0.381,5,11,0.455,4,4,1.0,0,7,7,3,0,0,2,2,25,0,1,Stephen Curry
22023,201939,0022300186,"NOV 12, 2023",GSW vs. MIN,L,36,11,25,0.44,5,13,0.385,11,12,0.917,1,4,5,3,1,0,5,2,38,-4,1,Stephen Curry
22023,201939,0022300176,"NOV 11, 2023",GSW vs. CLE,L,33,9,24,0.375,4,14,0.286,8,8,1.0,1,2,3,2,1,1,4,1,30,-8,1,Stephen Curry
22023,201939,0022300169,"NOV 08, 2023",GSW @ DEN,L,34,6,17,0.353,6,13,0.462,5,5,1.0,1,4,5,4,1,0,3,2,23,-10,1,Stephen Curry
22023,201939,0022300145,"NOV 06, 2023",GSW @ DET,W,33,12,26,0.462,7,17,0.412,3,4,0.75,0,2,2,4,0,0,3,1,34,17,1,Stephen Curry
22023,201939,0022300142,"NOV 05, 2023",GSW @ CLE,L,31,8,16,0.5,7,11,0.636,5,6,0.833,0,2,2,4,1,0,6,0,28,-6,1,Stephen Curry
22023,201939,0022300005,"NOV 03, 2023",GSW @ OKC,W,31,9,15,0.6,5,10,0.5,7,7,1.0,3,5,8,7,2,0,3,1,30,5,1,Stephen Curry
22023,201939,0022300126,"NOV 01, 2023",GSW vs. SAC,W,32,7,15,0.467,4,10,0.4,3,3,1.0,1,4,5,3,0,0,7,3,21,-6,1,Stephen Curry
22023,201939,0022300108,"OCT 30, 2023",GSW @ NOP,W,30,15,22,0.682,7,13,0.538,5,7,0.714,0,5,5,5,2,0,3,1,42,13,1,Stephen Curry
22023,201939,0022300096,"OCT 29, 2023",GSW @ HOU,W,31,6,16,0.375,6,14,0.429,6,6,1.0,1,6,7,6,0,1,1,1,24,-2,1,Stephen Curry
22023,201939,0022300087,"OCT 27, 2023",GSW @ SAC,W,35,14,19,0.737,7,10,0.7,6,6,1.0,1,3,4,4,2,0,4,0,41,10,1,Stephen Curry
22023,201939,0022300062,"OCT 24, 2023",GSW vs. PHX,L,31,8,20,0.4,4,14,0.286,7,7,1.0,1,4,5,1,1,0,2,5,27,-9,1,Stephen Curry
22023,201142,0022301194,"APR 14, 2024",PHX @ MIN,W,38,6,14,0.429,1,3,0.333,2,2,1.0,2,2,4,1,2,1,4,3,15,30,1,Kevin Durant
22023,201142,0022301185,"APR 12, 2024",PHX @ SAC,W,42,11,20,0.55,3,7,0.429,3,3,1.0,1,4,5,3,0,0,3,2,28,-4,1,Kevin Durant
22023,201142,0022301165,"APR 10, 2024",PHX @ LAC,W,37,10,21,0.476,2,9,0.222,2,2,1.0,0,9,9,3,1,2,4,0,24,8,1,Kevin Durant
22023,201142,0022301156,"APR 09, 2024",PHX vs. LAC,L,40,8,22,0.364,2,5,0.4,3,5,0.6,0,2,2,2,2,0,1,2,21,-14,1,Kevin Durant
22023,201142,0022301138,"APR 07, 2024",PHX vs. NOP,L,38,8,22,0.364,3,8,0.375,4,4,1.0,0,4,4,6,0,0,0,1,23,-12,1,Kevin Durant
22023,201142,0022301125,"APR 05, 2024",PHX vs. MIN,W,35,9,14,0.643,1,4,0.25,3,3,1.0,1,5,6,6,1,0,1,4,22,22,1,Kevin Durant
22023,201142,0022301110,"APR 03, 2024",PHX vs. CLE,W,36,13,23,0.565,3,7,0.429,3,4,0.75,0,6,6,7,1,0,4,2,32,11,1,Kevin Durant
22023,201142,0022301092,"APR 01, 2024",PHX @ NOP,W,41,7,19,0.368,3,11,0.273,3,3,1.0,1,6,7,3,2,0,3,2,20,13,1,Kevin Durant
22023,201142,0022301069,"MAR 29, 2024",PHX @ OKC,L,31,10,17,0.588,4,7,0.571,2,3,0.667,0,6,6,1,1,1,3,2,26,-15,1,Kevin Durant
